class,path,height,width,channels,mean_intensity,std_intensity
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1.jpeg,768,768,3,167.31101537633825,57.361148725511654
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca10.jpeg,768,768,3,173.439126473886,56.93096372445715
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca100.jpeg,768,768,3,183.59843840422454,47.641222013430976
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1000.jpeg,768,768,3,168.66795688205295,57.11563784790487
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1001.jpeg,768,768,3,178.65116938838253,54.686753661926836
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1002.jpeg,768,768,3,191.14421703197337,50.71535628410367
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1003.jpeg,768,768,3,178.76376794885707,50.463578173014945
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1004.jpeg,768,768,3,177.4828056052879,58.483571946759234
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1005.jpeg,768,768,3,169.90627091019243,55.145736344850334
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1006.jpeg,768,768,3,171.1437101010923,59.031864959543945
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1007.jpeg,768,768,3,169.87925776728878,57.93762232585349
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1008.jpeg,768,768,3,178.22852240668402,55.94243787735541
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1009.jpeg,768,768,3,190.35514492458768,47.985239603890456
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca101.jpeg,768,768,3,182.12692882396556,54.92624910741304
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1010.jpeg,768,768,3,190.49731219256367,47.60743069780776
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1011.jpeg,768,768,3,167.82666524251303,53.423424929572704
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1012.jpeg,768,768,3,164.65573459201389,59.962252757178824
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1013.jpeg,768,768,3,162.00868677209925,67.67172869324531
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1014.jpeg,768,768,3,165.67244466145834,57.13937063826837
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1015.jpeg,768,768,3,160.09799194335938,62.296595103820984
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1016.jpeg,768,768,3,165.93098675763164,62.58291790328328
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1017.jpeg,768,768,3,173.59500009042245,58.936650082664165
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1018.jpeg,768,768,3,184.3879078052662,49.16074259604928
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1019.jpeg,768,768,3,181.10021068431712,57.31558270470522
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca102.jpeg,768,768,3,149.71558917010273,68.28063005612117
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1020.jpeg,768,768,3,170.45074010778356,56.83886540834258
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1021.jpeg,768,768,3,181.8193042896412,54.995305431014025
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1022.jpeg,768,768,3,168.7620815700955,53.770293374675134
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1023.jpeg,768,768,3,183.88584786874276,51.493940107426255
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1024.jpeg,768,768,3,179.9972206398293,53.71010978071764
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1025.jpeg,768,768,3,165.8128424750434,59.28062060987081
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1026.jpeg,768,768,3,168.0693647596571,52.85518399629617
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1027.jpeg,768,768,3,179.29809457284432,60.17395284466492
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1028.jpeg,768,768,3,189.59213991518374,49.53801413945144
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1029.jpeg,768,768,3,193.13002183702258,48.90295331084301
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca103.jpeg,768,768,3,174.86124109338832,53.778092175129494
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1030.jpeg,768,768,3,186.5894651059751,52.93798097233791
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1031.jpeg,768,768,3,198.37676380298757,45.430746226494605
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1032.jpeg,768,768,3,167.6070590549045,56.821829960453805
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1033.jpeg,768,768,3,146.36806798864293,70.5964133031946
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1034.jpeg,768,768,3,179.41644908763743,55.931143292660515
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1035.jpeg,768,768,3,170.29807931405526,61.32133249989104
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1036.jpeg,768,768,3,192.17770159686054,47.50416624519989
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1037.jpeg,768,768,3,164.8420822708695,58.175379214540136
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1038.jpeg,768,768,3,192.63923588505497,48.86292160540929
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1039.jpeg,768,768,3,162.8516099717882,52.71074770194162
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca104.jpeg,768,768,3,188.08899038809318,53.64175784225659
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1040.jpeg,768,768,3,164.8661176893446,52.31135233605003
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1041.jpeg,768,768,3,182.85963270399304,47.50717130446271
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1042.jpeg,768,768,3,184.13332225658274,53.30583524687805
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1043.jpeg,768,768,3,182.01287728768807,54.93586553365898
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1044.jpeg,768,768,3,178.2866414388021,55.604569888615416
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1045.jpeg,768,768,3,165.7156219482422,62.486458486039005
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1046.jpeg,768,768,3,178.82641884132667,60.27010916828134
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1047.jpeg,768,768,3,185.16459147135416,51.59356271608184
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1048.jpeg,768,768,3,179.01488862214265,59.12506186555398
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1049.jpeg,768,768,3,200.72770125777632,48.257935233480005
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca105.jpeg,768,768,3,169.12367983217592,52.09382549979805
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1050.jpeg,768,768,3,164.83296542697482,61.28895896653961
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1051.jpeg,768,768,3,176.61498119212962,57.39450719175902
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1052.jpeg,768,768,3,172.1228722466363,58.810511701740324
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1053.jpeg,768,768,3,174.50395767777056,58.24643575355275
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1054.jpeg,768,768,3,187.30329160337095,53.44622496835319
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1055.jpeg,768,768,3,167.6455236364294,65.17063537317247
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1056.jpeg,768,768,3,175.42089278609663,60.032667863487056
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1057.jpeg,768,768,3,162.32564120822482,51.55845731283889
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1058.jpeg,768,768,3,159.93604702419705,65.78918373271942
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1059.jpeg,768,768,3,191.15346894440827,52.43844532712305
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca106.jpeg,768,768,3,182.89836629231772,47.542480999063855
lung_aca,D:\Islam\Project\Lung_Cancer_CNN\data\raw\lung_colon_image_set\lung_image_sets\lung_aca\lungaca1060.jpeg,768,768,3,183.27430555555554,49.354192400226125
